Name,Address,MOB.No,Alternate Mob,City,email,pincode,State,Branch type
RAM KARAN,"SHREE SALASAR BALAJI TRADING C/O AT GANPATI PLAZA NEAR HDFC BANK KE PASS,SUJANGARH,CHURU,RAJASTHAN",9950791414,,SUJANGARH,,331507,RAJASTHAN,DISTRICT
SATYANARAYAN,"SATYANARAYAN C/O AT BIJOLIYA KALAN ,BHILWARA,RAJASTHAN",9772333041,,BHILWARA,,311602,RAJASTHAN,DISTRICT
PIYUSH GANDHI,"DHANWANTRI HERBAL STORES C/O AT BESIDE NEW BUS STAND ,BHANUPRATAPPUR,KANKER CHHATTISGARH",7587889999,,KANKER,,494669,CHATTISGARH,DISTRICT
DILIP KUMAR DF,"MANGALAM AYURVEDA C/O AT MACHHALI BAZAR ROAD ,NEAR PANCHMUKHI HANUMAN MANDIR,RAXAUL,EAST CHAMPARAN,BIHAR",7903472703,,RAXAUL,,845305,BIHAR,DISTRICT
KAMAL MUKHI RAY,"KAMAL MUKHI RAY C/O AT H NO.74,NRIPEN BORA PATH,LOKHRA ROAD,NEAR B BLOCK,FATASHIL AMBARI,GUWAHATI,KAMRUP ,ASSAM",8638112397,,GUWAHATI,,781025,ASSAM,DISTRICT
DATTATRAYA GOVINDRAO PURI,"TRIMURTI C/O AT 82,GEETGOVIND,VISHAL NAGAR,LATUR,MAHARASHTRA",9822556729,,LATUR,,413531,MAHARASHTRA,DISTRICT
ARVIND KUMAR,"AGARWAL ASSOCIATE C/O AT SAKRI,SAKRI CINEAM HALL,KARI JHA MARKET,MADHUBANI,BIHAR",8409501480,,MADHUBANI,,847239,BIHAR,DISTRICT
AVILLI TUCCU,"AVILLI TUCCU C/O AT H/NO.193/B,SUPPLY COLONY,WARD NO-09,DIMAPUR SADAR,DIMAPUR,NAGALAND",8413079952,,DIMAPUR,,797112,NAGALAND,DISTRICT
MOHAMMAD KHURSHID ALAM DF,"MAHI ENTERPRISES C/O AT RAJOPATTI DUMRA ROAD ,SITAMARHI,BIHAR",7004053954,,SITAMARHI,,843301,BIHAR,DISTRICT
ARUN KUMAR MAHTO,"ARUN ENTERPRISES C/O AT PO-KAITHA,PS-RAMGARH,KAITHA,PS-RAMGARH,JHARKHAND",9835337792,,RAMGARH,,829122,JHARKHAND,DISTRICT
ASHOK DAYAL,"DAYAL AYURVEDA C/O AT TILAIYA BASTI,NEAR KALI MANDIR,JHUMRI TILAIYA,KODERMA,JHARKHAND",9661226072,,KODERMA,,825409,JHARKHAND,DISTRICT
MANGESH ANANDA ALHAT,"NATURAL PRODUCT AND HERBAL KRIYANA MALL C/O AT M MALL CHAKAN-SHIKRAPUR ROAD,SHELPIMPALGAON,TEH-KHED,DIST-PUNE,MAHARASHTRA",9117474747,,PUNE,,410501,MAHARASHTRA,DISTRICT
PALASH BORUAH,"PALASH BORUAH C/O AT SAITYA SAI MANDIR PATH ,WARD NO-08,NORTH LAKHIMPUR,ASSAM",9957049327,,LAKHIMPUR,,787001,ASSAM,DISTRICT
RAVINDRA KUMAR MEHTA,"UMA ENTERPRISES C/O AT ROOM NO.1,IST FLOOR ,CHANCHALA MARKET,HAZARIBAG,JHARKHAND",9031472717,,HAZARIBAGH,,825301,JHARKHAND,DISTRICT
TAAJ MOHAMMAD,"TAAJ MOHAMMAD C/O AT ISLAM NAGAR,JHODAL KA RASTA,ITAWA,PIPALDA,RAJASTHAN",9928751292,,PIPALDA,,325004,RAJASTHAN,DISTRICT
GIFTSON KHALING DF,"G.K. ENTERPRISES C/O AT BIYANG VILLAGE,MACHI SUB-DIVISION,CHANDEL,MANIPUR",7005019534,,CHANDEL,,795135,MANIPUR,DISTRICT
PREET SHOPING CENTER,"MANPREET SINGH C/O KOT ISE KHAN ROAD,DHARMKOT,MOGA ,PUNJAB",8872489900,,MOGA,,142042,PUNJAB,DISTRICT
DHARMPAL SAINI,"DHARMPAL SAINI C/O AT NEAR GOV.PRATHMIK SCHOOL,JALWALA,GADRATA KHETRI,GADRATA,JHUNJHUNUN,RAJASTHAN",9351233682,,JHUNJHUNU,,333501,RAJASTHAN,DISTRICT
TARUN CHAKRABORTY,"TARUN CHAKRABORTY C/O AT NACHNA,TUNGCHARAR,RANIBUNDH,BANKURA,WEST BENGAL",7551011204,,BANKURA,,722148,WEST BENGAL,DISTRICT
KANIKA DEBNATH,"KAMALPUR SHOPPING CENTER C/O Kamalpur, Dhalai, Tripura,",8974579701,,DHALAI,,799285,TRIPURA,DISTRICT
DR.BARNABAS HEMBROM,"DR.BARNABAS HEMBROM C/O AT GIRIDIH,JHARKHAND",9955773473,,GIRIDIH,,815301,JHARKHAND,WAREHOUSE
TIKAM SINGH,"AYURVEDA HEALTH CARE CENTER C/O AT DHABAIYO KA CHOK,BUNDI,RAJASTHAN",9950302038,,BUNDI,,323001,RAJASTHAN,DISTRICT
GITANJALI MISHRA,"GITANJALI MISHRA C/O AT SASTRI NAGAR,1ST LANE,GOSANINUAGAM,BRAHMAPUR,GANJAM,ODISHA",9658162147,,GANJAM,,760003,ORISSA,DISTRICT
PRINCE JAYSWAL,"JAISWAL ENTERPRISES C/O AT NAYA BAZAR,BIHARIGANJ,MADHEPURA,BIHAR",9546400266,,MADHEPURA,,852101,BIHAR,DISTRICT
SANJEET MUKHIYA,"GEETA ENTERPRISES C/O AT LALGANJ,P.O-LOHNA,SARISAB PAHI,DIST-MADHUBANI,BIHAR",7033588818,,MADHUBANI,,847424,BIHAR,DISTRICT
RAM SAHAY,"RAM SAHAY C/O AT BADEBAN CHOWNK,MNDWA NAGAR,BLAK ROAD,BASTI,UTTAR PRADESH",9839812861,,BASTI,,272001,UTTAR PRADESH,DISTRICT
BISWAS DEBNATH,"BISWAS DEBNATH C/O AT LACHIT NAGAR ,WARD NO-3,P.O-SONARI,PS-SONARI,DIST-SARAIDEW,SIBSAGAR,ASSAM",9101529277,,SIBSAGAR,,785690,ASSAM,DISTRICT
BHOK KUMAR LUITEL,"BHOK KUMAR LUITEL C/O AT RAMDHAN JOTE,UTTAR RAMDHAN,DULAL JOTE,DARJEELING,WEST BENGAL",8167392885,,DARJEELING,,734429,WEST BENGAL,DISTRICT
SAVITA,"ANUJ BHUVI BAHADURGARH SHOPPY C/O AT GALI NO .2,NEAR MEDICAL STORE ,HOUSE NO.731,WARD NO.8,SHASHTRI NAGAR ,LINE PAR,BAHADURGARH,JHAJJAR,HARYANA",9050505090,,JHAJJAR,,124507,HARYANA,DISTRICT
TSHEYANG TEMPAR NAMGYAL,"TSHEYANG TEMPAR NAMGYAL C/O AT GYALSHING,MIDDLE GYALSHING,NEAR DISTRICT HOSPITAL,LINGMO COLONY,GYALSHING,WEST SIKKIM,GYAZING,SIKKIM",9711101718,,GYALSHING,,737111,SIKKIM,DISTRICT
V CATHERINE,"V CATHERINE C/O AT 051,SEIPET RAMLUNG,P.O.UKHRUL,MANIPUR",8787682253,,UKHRUL,,795142,MANIPUR,DISTRICT
BANANI ROUT,"BANANI ROUT C/O AT BALRAMPUR,VIA-KUSHALESHWAR,PS-GHASIPURA,KENDUJHAR,ODISHA",7008409602,,KENDUJHAR,,758025,ORISSA,DISTRICT
HARSHIT GUPTA,"HARSHIT ENTERPRISES C/O AT PLOT NO.1/461,HERO KARGIL KOOTI,CHTRAKOOT YOJNA,VAISHALI NAGAR,JAIPUR,RAJASTHAN",8619933521,,JAIPUR,,302021,RAJASTHAN,DISTRICT
"M/S N.LEATHER,M/S N.ENTERPRISE","NAKIB UDDIN MOLLA C/O AT VILL - CHALTABERIA, P.O - B.CHALTABERIA, KASHIPUR, KOLKATA, South 24 Parganas, West Bengal, 743502--19BAVPM0491H1Z5--",9732677609,,PARGANAS,,743502,WEST BENGAL,DISTRICT
VISHVA PRAKASH JHAKAL,"SHUBHAM ENTERPRISES C/O AT FARRASH MOHALLA,ANGHORA,JHALAWAR,RAJASTHAN",9887068279,,JHALAWAR,,326001,RAJASTHAN,DISTRICT
SATENDRA KUMAR PUC,"SATENDRA KUMAR C/O AT GOPALPURA CITY BAZAR KE PECHHE,THATIPUR,GWALIOR,MADHYA PRADESH",9622088099,,GWALIOR,,474011,MADHYA PRADESH,DISTRICT
GANESH CHETTRI,"GANESH CHETTRI C/O AT NECHU 9TH MILE PW,LINGDOK MANPONG GPU,NAMPONG,LINGDOK,EAST,SIKKIM",7797888932,,GANGTOK,,737103,SIKKIM,DISTRICT
MAN SINGH RANGA,"KHUSHI ENTERPRISES C/O AT NEAR GOVT PRIMARY SCHOOL,DHARAMPUR ROAD,PINJOR,PANCHKULA,HARYANA",8053512577,,PANCHKULA,,134102,HARYANA,DISTRICT
TUSARKANT SWAIN,"SWAIN ENTERPRISES C/O AT KOTAPOKHARI,PS-KHANDPADA,KOTAPOKHARI,KHALISAHI,KHANDAPADA NAYAGARH,ODISHA",9861233200,,NAYAGARH,,752077,ORISSA,DISTRICT
KRUSHNA AGENCIES,"KRUSHNA AGENCIES C/O AT ITI COLLEGE ROAD,GANESH NAGAR,BULDHANA,MAHARASHTRA",9822926534,,BULDHANA,,443001,MAHARASHTRA,DISTRICT
RINCHEN DOLMA,"RINCHEN DOLMA C/O AT KATPA,LEH,JAMMU AND KASHMIR",9906227479,,LEH,,194101,JAMMU AND KASHMIR,DISTRICT
DHAN KUMARI CHETTRI,"DHAN KUMARI CHETTRI C/O AT NAMTHANG,SOUTH SIKKIM,SIKKIM",8016630063,,NAMTHANG,,737132,SIKKIM,DISTRICT
ARCHANA SUNIL SATHE,"MANAS ENTERPRISES C/O AT SATHE COLONY,NEAR SATHE GARDEN,HIRABAG,BEHIND KOTHARI WHEELS SWARGATE,PUNE,MAHARASHTRA",9021383838,,PUNE,,411002,MAHARASHTRA,DISTRICT
AGGARWAL NEXUS TRADERS,"RAMESH CHAND AGGARWAL C/O AT IIND FLOOR, 203, NITIKA TOWER-I, COMMERCIAL COMPLEX, AZADPUR, North West Delhi, Delhi, 110033I----07AAJPA9424D2ZZ---",9667824160,,NORTH WEST DELHI,,110033,NEW DELHI,DISTRICT
DHIRENDRA JAYANTILAL VYAS,"DHIRENDRA JAYANTILAL VYAS C/O Building no. C-11, flat no. 003,ground floor, Suneet shantinagar CHS LTD, Sector 4, Besides S Kumar s Diamond Jewelry Mira road,THANE,MAHARASHTRA",9011927683,,PALGHAR,,401107,MAHARASHTRA,DISTRICT
SATYAJIT SALES AND SERVICES,"SATYAJIT VILAS DHOMSE C/O AT NEAR SOC PETROL PUMP,POST-UGAON ,TAL-NIPHAD,UGAON,NASHIK,MAHARASHTRA",9518524552,,NASHIK,,422304,MAHARASHTRA,DISTRICT
M/S SHRAVAN KIRANA,"ASARAM LAXMAN TAYADE C/O AT MUUKKADGAON.POST-RAJATAKLI TA GHANSAWANGI,JALNA,KUMBHAR PIMPALGAON,MAHARASHTRA",9529407272,,JALNA,,431211,MAHARASHTRA,DISTRICT
KAVITA,"KAVITA C/O AT D-1018,CAMP NP.02,NANGLAOI,TIKRI KALAN,WEST DELHI ,DELHI",8168398197,,WEST DELHI,,110041,NEW DELHI,DISTRICT
KRUSHNA SHOPPING MALL,"KRUSHNA LAXMAN DAKAVE C/O AT VRINDAVAN COLONY,AGASHIVNAGAR,KARAD,SATARA,MAHARASHTRA---27ABNPD6363M1Z6--",9764061639,,SATARA,,415539,MAHARASHTRA,DISTRICT
F VANLALLIANI,"F VANLALLIANI C/O AT 53,054,ZOHNUAI,SPO-LUNGLEI,ZOHNUAI,LUNGLEI,MIZORAM",9612135870,,LUNGLEI,,796691,MIZORAM,DISTRICT
SAYANI TRADERS,"MOU MAITY C/O AT ISHABPUR,THAKURCHAK,NARAYANGARH,PASCHIM MEDINIPUR,MEDINIPUR,WEST BENGAL",9064431693,,MEDINIPUR,,721424,WEST BENGAL,DISTRICT
MUKESH VERMA,"MUKESH VERMA C/O AT 26/1 SECTOR 41-A,CHANDIGARH",9815967799,,CHANDIGARH,,160036,CHANDIGARH,DISTRICT
SANDEEP KUSHWAH,"SANDEEP KUSHWAH C/O AT SHIV MENSION,FRUIT MANDI TIRAHA,KAMANIPUL,LAXMIGANJ,LASHKAR,GWALIOR,MADHYA PRADESH",7509300729,,GWALIOR,,474001,MADHYA PRADESH,DISTRICT
POOJA SHARMA,"BAG IT SHOPPE MALL C/O AT HOUSE NO.223,SECTOR 1,SHASTRINAGAR,NEAR CENTRAL MARKET,POLICE CHOWNKI,MEERUT,UTTAR PRADESH",8392862899,,MEERUT,,250003,UTTAR PRADESH,DISTRICT
M/S SHIVHARE BOOK STORE,"RAM SWARUP SHIVHARE C/O AT 01, GANDI PARK,SECOND FLOR, ASHOKNAGAR, Ashoknagar, Madhya Pradesh, 473331--23BIQPS9119D1ZZ--",9179345490,,ASHOKNAGAR,,473331,MADHYA PRADESH,DISTRICT
SOHAN LAL DORAYA,"SOHAN LAL DORAYA C/O AT A-23-A SEN COLONY,KABIR MARG,BANI PARK,JAIPUR,RAJASTHAN",7976357412,,JAIPUR,,302016,RAJASTHAN,DISTRICT
MOINUDIN DF,"HAZI MOINUDDIN ENTERPRISES C/O AT SHAHAJAHAPUR,SHAHZAADPUR,AKBARPUR,AMBEDKAR,NAGAR,UTTAR PRADESH",9140802894,,AMBEDKAR NAGAR,,224122,UTTAR PRADESH,DISTRICT
SATARUPA SINGHA,"SATARUPA SINGHA C/O AT KESHIARY,WEST MIDNAPORE,WEST BENGAL",9933940822,,MEDINIPUR,,721133,WEST BENGAL,DISTRICT
IDEES VENTURES,"IDEES VENTURES C/O 10-3-65B 16, OPAL ENCLAVE, VIDYASAMUDRA MARG, NEAR SAIRADA MOTORS, UDUPI CMC, Udupi, Karnataka, 576101-- 29AAIFI7615M1ZS--",9380757536,,UDUPI,,576101,KARNATAKA,DISTRICT
BINA STORE DF,"JIWAN BISWAKARMA C/O WB- DB/26,NEHRU ROAD, DHUTI BASTI, JAIGAON, ALIPURDUAR, ===GST NI== 19AHTPB8677J1ZG",9733068763,,JALPAIGURI,,736182,WEST BENGAL,DISTRICT
CAPITAL ENTERPRISES,"CAPITAL ENTERPRISES c/o AT Ground and First Floor, Plot No.- 735/858/1103, Village- Bijipur, Kashipur Road, Tamando, Bhubaneswar, Khordha, Odisha, 752054--- 21AAQFC4489F1ZB--",7735305825,,BHUBANESWAR,,752054,ORISSA,WAREHOUSE
RAHUL KALRA,"SANTOSH ENTERPRISES C/O AT NEAR CUT AND STYLE,ON NADA ROAD,NAYA GAON,MOHALI,,CHANDIGARH,PUNJAB",9915814990,,CHANDIGARH,,160103,PUNJAB,DISTRICT
PG ASSOCIATE,"SWARN LATA GOSWAMI C/O AT R N GOSHWAMI PLOT NO 4, BIHARI PUR, LUCKNOW, Lucknow, Uttar Pradesh, 226017--09AFZPG7336P1ZC---",8115999009,,LUCKNOW,,226017,UTTAR PRADESH,DISTRICT
SIYARAM SHARMA,"SIYARAM SHARMA C/O AT DELARI,DAUSA,RAJASTHAN",8003254234,,DAUSA,,303313,RAJASTHAN,DISTRICT
PRABHJIT SINGH,"PRABHJIT SINGH C/O AT JODHPUR,TARANTARAN,PUNJAB",9803362007,,TARAN TARAN,,143401,PUNJAB,DISTRICT
NONGTHOMBAM DASHUMATI DEVI,"M S LANCHENBA ENTERPRISES C/O AT KHONGHAMPAT AWANG LEIKAI,KHONGHMPAT,MANTRIPUKHRI,IMPHAL WEST,MANIPUR",9862135645,,IMPHAL,,795002,MANIPUR,DISTRICT
ROCOMARI ENTERPRISE,"SEKH MOHAMMAD BAKIBILLAH C/O AT N.A, DACHANDAPUR, JEJUR, HARIPAL, Hooghly, West Bengal, 712405--19BNTPB1317A1ZE --",8918288113,,HOOGHLY,,715405,WEST BENGAL,DISTRICT
RAJESH KUMAR BAJIYA,"HIMANSHU ENTERPRISES C/O AT PACHAR MODE,KIS.RENWAL,JAIPUR,RAJATHAN",6376491890,,JAIPUR,,303603,RAJASTHAN,DISTRICT
MARUTI ASSOCIATES DF,"LALAN KUMAR C/O AT DAUDNAGAR MOTALUKE DAMAIPATT, BIDUPUR, BIDUPUR, Vaishali, Bihar, 844503--10BAZPK2199C1ZM--",8789481867,,VAISHALI,,844503,BIHAR,DISTRICT
MUSHA MOHAMMAD,"MUSHA MOHAMMAD C/O AT NEAR CITY POLICE STATION,KAIRANA,UTTAR PRADESH",9084708000,,KAIRANA,,247774,UTTAR PRADESH,DISTRICT
TEX SPARES INTERNATIONAL,"SONIA JAIN C/O AT BEHIND PANIPAT FILLING STATION, G.T. ROAD, OPP SUVIDHA TRADER, Panipat, Haryana, 132103---06ADWPJ6324R1ZO--",9306983455,,PANIPAT,,132103,HARYANA,DISTRICT
NEHA BHARATI YADAV,"NEHA BHA C/O AT SHALBARI HAT,METHIBARI,GAYATRI NIWAS,DARJEELING,SUKNA,WEST BENGAL",8906710869,,DARJEELING,,734009,WEST BENGAL,DISTRICT
PALLAV BIKAS BORUAH,"BORUAH ENTERPRISES C/O AT WARD NO.2,BAZBORUAH PATH,NAZIRA,SIVASAGAR,ASSAM",6000927665,,SIVASAGAR,,785685,ASSAM,DISTRICT
PRAVIN KUMAR DF,"PRAVIN KUMAR C/O AT BANTHU SADHOPUR JIWAN,NEAR BHAGWANPUR THANA,VAISHALI,BIHAR",9931044558,,VAISHALI,,844114,BIHAR,DISTRICT
SANTOSH KUMAR PB,"C/O HARBHJAN YADAV ST NO 1, BAJW COLONY PATIALA PUNJAB",9478169394,,PATIALA,,147001,PUNJAB,DISTRICT
RAM CHANDER DF,"VINAYAK HEALTH CARE C/O AT BHAROO,JHUNJHUNUN,RAJASTHAN",9982683039,,JHUNJHUNU,,333041,RAJASTHAN,DISTRICT
RAVI KANT KYAL DF,"RAVI KANT KYAL C/O AT BUS STAND KE PAS ,WARD NO.07,LACHHMANGARH,SIKAR,RAJASTHAN",9875053859,,SIKAR,,332311,RAJASTHAN,DISTRICT
NEW NARAYAN ENTERPRISE,"ABHIJIT ROY C/O AT HOUSE NO. 2, JALARAM MANDIR LANE, A.K.DEB ROAD, FATASHIL AMBARI, GUWAHATI, Kamrup Metropolitan, Assam, 781025--18AUJPR4115N2Z3--",9864094911,,GUWAHATI,,781025,ASSAM,DISTRICT
SUSHIL KUMAR DF,"SUSHIL KUMAR C/O AT C 108,NATWAR NAGAR,DHOULI PYAU,MATHURA,UTTAR PRADESH",9528388088,,MATHURA,,281001,UTTAR PRADESH,DISTRICT
CREATIVE TRADERS,"ESHWARAPPA AKSHAYKUMAR C/O AT 134, CHANDRAGUTTI ROAD, HOLEJOLADAGUDDE, Shivamogga (Shimoga), Karnataka, 577429--29CSJPA5411Q1ZD--",9590357255,,SHIMOGA,,577429,KARNATAKA,DISTRICT
SUSHIL OKRAM,"SUSHIL OKRAM C/O AT SINGJAMEI MAKHA KHONGNANG PHEIDEKPI,KHONGNANG,PHEIDEKPI,IMPHAL WEST ,IMPHAL,MANIPUR",9366240719,,IMPHAL,,795008,MANIPUR,DISTRICT
AMAR LAL PRASAD DF,"UTAM AYURVEDA C/O AT TURKAULIA ,EAST CHAMPARAN,BIHAR",7903354849,,CHAMPARAN,,845315,BIHAR,DISTRICT
MUKESH KUMAR DIST SHOP,"HHI SUPER STORE C/O AT BADHRA ROAD,DHIGAWA MANDI,LOHARU,BHIWANI,HARYANA",9671126711,,BHIWANI,,127201,HARYANA,DISTRICT
BIRANCHI MAHARANA DF,"BIRANCHI MAHARANA C/O AT KULAGAN NO.2,SAMANTARAPUR,DHARMASALA,JAJAPUR,ODISHA",9938709824,,JAJPUR,,755009,ORISSA,DISTRICT
MOHD. MUZAMMIL,"MOHD. MUZAMMIL S/O ABDUL KAYYUM, SIRAJ COLONY, GALI NO. -1 , NEAR AYASHAPUBLIC SCHOOL , KHATA KHERI, SAHARANPUR",8445480070,,SAHARANPUR,,247001,UTTAR PRADESH,DISTRICT
CHANDRAN P,"GREEN HEALTH CARE C/O AT 333/17,INDHEEVARAM,MUTHAMBI ROAD,KOYILANDY,KOZHIKKODEDT,KERALA",9846145148,,KOZHIKODE,,673305,KERALA,DISTRICT
AVTAR SINGH DISTRICT SHOP,"AVTAR SINGH C/O AT BHUCHO KHURAD NEAR HIGH SCHOOL BATHINDA,BHATINDA,PUNJAB",8699050887,,BATHINDA,,151101,PUNJAB,DISTRICT
MOFAZZAL ALI,"ASIF HHI CENTER C/O AT VILL- CHOKA PARA, POST - LAKHI GANJ, PS - BILASIPARA, DIST - DHUBRI, ASSAM",9859070695,,DHUBRI,,783345,ASSAM,DISTRICT
ROHIT HEALTH CARE,RAJESH AGARWALA C/O -ROHIT HEALTH CARE JALPAIGURI WEST BENGAL,9002389360,,JALPAIGURI,,735101,WEST BENGAL,DISTRICT
SARA ENTERPRISES,"SAHISTABANU IRFAN SHAIKH AND LAIBA FIROZ SHAIKH C/O AT SHOP NO.5,OPP SAHYADRI HOSPITAL,DWARKA,NAGAJI WADALA ROAD,NASHIK,MAHARASHTRA",9423480391,,NASHIK,,422011,MAHARASHTRA,DISTRICT
SUPRIYA ENTERPRISE,"SUPRIYA NANDI C/O AT DIARA,SINGUR,HOOGHLY,WEST BENGAL",6290880724,,HOOGHLY,,712223,WEST BENGAL,DISTRICT
KHAIRWA TRADING COMPANY KHANDELA,"DHARAM VEER KHAIRWA C/O AT KHAIRWA TRADING COMPANY KHANDELA WARD NO - 1 , PRATAPPURA,POST-NEEMKI VIA-KANWAT, PRATAPPURA,SIKAR ,RAJASTHAN",9929552433,,SIKAR,,332708,RAJASTHAN,DISTRICT
WAHENGBAM ROBITA DEVI,"WAHENGBAM ROBITA DEVI C/O AT - NEAR LAIREMBI MANING, WAHENGBAM LEIKAI IMPHAL (MCI) (MAJOR PART),IMPHAL WEST MANIPUR",9002643141,,IMPHAL,,795001,MANIPUR,DISTRICT
SHREE GORAKHNATH ENTERPRISES,"RANENDRA PRATAP SWAIN C/O MARKAT NAGAR, CDA, SEC. 6, CUTTACK",8908844124,,CUTTACK,,753014,ORISSA,DISTRICT
HARIOM MISHRA,"HARIOM MISHRA C/O AT BHANIGAWAN,PAHAD KE KINARE,BHANIGAWAN,BARUA,REWA,MADHYA PRADESH",7389075143,,REWA,,486223,MADHYA PRADESH,DISTRICT
HAPPY SHOPPY,"GEETANJALI GANESH BANDKAR C/O AT SHOP NO G-04, POOJA CLASSIC APARTMENT, SHAMBHAJI CHOWK NEAR MOURIYA PETROL PUMP, SECTOR NO 26 NEAR PRADHIKARAN OFFICE, NIGDI BHOSARI, Pune, Maharashtra, 411044--27AGNPB8794M1ZJ--",7774018592,,PUNE,,411044,MAHARASHTRA,DISTRICT
JASMAN,"JASMAN C/O AT H.ON-115,JHAGDIYA,RAJGARH,NIPANIYAGARHI,MADHYA PRADESH",9669950442,,RAJGARH,,465685,MADHYA PRADESH,DISTRICT
RAJESH KUMAR MAURYA,"RISHIT HHI SHOPPING C/O AT JILA PANCHAYAT MARKET,SULTANPUR,UTTAR PRADESH",8528336436,,SULTANPUR,,228001,UTTAR PRADESH,DISTRICT
RAM KUMAR GUPTA,"NAGESHWAR ENTERPRISES C/O AT KOLUHAWA PAIGAMBARPUR,SAKETPURI ROAD NO.2,PARAS MALL,BAIRIYA,MUZZAFFARPUR,BIHAR",8340159727,,MUZAFFARPUR,,843132,BIHAR,DISTRICT
JITENDRA KUMAR DF,"J K TRADERS C/O AT AKYTHIRPUR,KAMALPUR BITHROUL,MOTIPUR,MUZAFFARPUR,BIHAR",8271111101,,MOTIPUR,,843111,BIHAR,DISTRICT
RAMVEER SINGH YADAV,"KRISHNA ENTERPRISES C/O AT WARD NO.14,ARJAR PURA MUNGAOLI,ASHOK NAGAR,MADHYA PRADESH",9425761875,,ASHOKNAGAR,,473443,MADHYA PRADESH,DISTRICT
OMM SHREE LAXMINARAYAN TRADERS,"BRAJ KISHORE DAS C/O AT ADANG,SORO,BALASORE,ODISHA",9090941543,,BALASORE,,756045,ORISSA,DISTRICT
MITALI CHOUDHURY,"MITALI ENTERPRISE C/O AT NEAR RADHAMADHAB AKHRA,ASHRAM ROAD,BILPAR,HOUSE NO,CHACHAR,ASSAM",8168456848,,SILCHAR,,788005,ASSAM,DISTRICT
LATA KIRAN VITHUBONE,"SWAMINI BOUTIQUE AND HERBAL KIRANA C/O AT STAR CITY DEVLOPERS,SIDDHIVINAYAK PARK,GATE NO.1025,PLOT NO.135,PUNE SOLAPUR ROAD,NEAR KAVDIPATH,TOLL PLAZA KALBHORE NAGAR,TALUKA HAVELI,PUNE,MAHARASHTRA",9561556572,,PUNE,,412201,MAHARASHTRA,DISTRICT
GAUTAM DEY,"BAJRANGBALI ENTERPRISES C/O AT SHILLONG ROAD,LANKA,ASSAM",8638592945,,LANKA,,782446,ASSAM,DISTRICT
SANTOSH KUMAR PICK UP CENTER,"SANTOSH KUMAR C/O AT BADKAJARA,BANDA,RAMGARH,JHARKHAND",7488189991,,RAMGARH,,829110,JHARKHAND,DISTRICT
YUMKHAIBAM IBOMCHA SINGH,"YUMKHAIBAM ENTERPRISES C/O AT MALOM TULIYAIMA,IMPHAL WEST,IMPHAL,MANIPUR",9436891647,,IMPHAL,,795140,MANIPUR,DISTRICT
RAJESH KUMAR RAIBARELI,"RAJESH KUMAR C/O AT KHAIGIPUR,SANDAWA,RAEBARELI,UTTAR PRADESH",9621552795,,RAIBARELI,,229125,UTTAR PRADESH,DISTRICT
DATTA SUDAMRAO DHUMAL,"CHAITANYA ENTERPRISES C/O AT MALI GALLI MANVAT,PARBHANI,MAHARASHTRA",9730539045,,PARBHANI,,431506,MAHARASHTRA,DISTRICT
MANOJ KUMAR REWARI,"KIRAN TRADING COMPANY C/O AT CITIZEN TAILORS,GOKAL BAZAR,NEAR PUNJAB MARKET,REWARI,HARYANA",7056662555,,REWARI,,123401,HARYANA,DISTRICT
RADHABALLAV MAHALA,"RADHABALLAV MAHALA C/O AT CHANGUAL,PASCHIM MEDINIPUR,CHANGULA,WEST BENGAL",9800826998,,MEDINIPUR,,721301,WEST BENGAL,DISTRICT
SRIDHAR BARIK,"SRIDHAR BARIK C/O AT SITALAGOBINDAPUR,KANTORE,KORAI,JAJAPUR,ODISHA",9040564548,,JAJPUR,,755022,ORISSA,DISTRICT
R RUDRESH DF,"R RUDRESH C/O AT Y N 1 YASHODHARANAGAR,BOGADI 2ND STAGE,NORTH,NEAR AMRUTHANANAMAI,ASHRAM BOGHADI 2 ND STAGE,MYSORE,KARNATAKA",8548988487,,MYSORE,,570026,KARNATAKA,DISTRICT
A LOHITH,"A LOHITH C/O AT GANESH NILAYA K T NAGARA,16TYH CROSS,NITTUVALLI,MAIN ROAD,DAVANGERE,KARNATAKA",9113818298,,DAVANAGERE,,577002,KARNATAKA,DISTRICT
MAMAN ALTAF MAMAD,"MAMAN ALTAF MAMAD C/O AT BEHIND CHAKI VADI,BHID GATE,NEAR BHUTESHVAR MANDIR,BHUJ CITY,BHUJ,KACHCHH,GUJARAT",9913931114,,BHUJ,,370001,GUJARAT,DISTRICT
V P ENTERPRISES,"PRASHANT DNYANDEO BOMBATKAR /O AT LAXMI GREEN COUNTY D WING,SHOP NO.4,KONDAVE DHAWADE NDA ROD,PUNE,MAHARASHTRA",7020382904,,PUNE,,411023,MAHARASHTRA,DISTRICT
NITU YADAV,"NITU YADAV C/O AT NEAR RAM BHABAN,PANCHBERIA,KHARAGPUR,PASCHIM MEDINIPUR,MEDINIPUR,WEST BENGAL",7407222442,,MEDINIPUR,,721305,WEST BENGAL,DISTRICT
LADKA SHABIR,"SAAZ HERBAL STORE C/O AT JUNI SUNDARPURI,NEAR RAGHUVANSHI HOSPITAL,TAGOR ROAD,GANDHIDHAM,KACHCHH,GUJARAT",9924136520,,KACHCHH,,370201,GUJARAT,DISTRICT
